Province/State,Country/Region,Lat,Long,codigo,confirmados,dias correlativo,fallecidos,fecha,recuperado
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia04-04-2020,0.0,72.0,0.0,04-04-2020,0.0
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia05-04-2020,0.0,73.0,0.0,05-04-2020,0.0
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia06-04-2020,1.0,74.0,0.0,06-04-2020,0.0
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia07-04-2020,3.0,75.0,0.0,07-04-2020,0.0
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia08-04-2020,3.0,76.0,0.0,08-04-2020,0.0
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia09-04-2020,2.0,77.0,0.0,09-04-2020,5.0
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia10-04-2020,2.0,78.0,0.0,10-04-2020,0.0
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia11-04-2020,27.0,79.0,0.0,11-04-2020,0.0
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia12-04-2020,34.0,80.0,0.0,12-04-2020,4.0
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia13-04-2020,1.0,81.0,0.0,13-04-2020,0.0
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia14-04-2020,0.0,82.0,0.0,14-04-2020,8.0
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia15-04-2020,0.0,83.0,0.0,15-04-2020,3.0
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia16-04-2020,3.0,84.0,0.0,16-04-2020,0.0
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia17-04-2020,0.0,85.0,0.0,17-04-2020,9.0
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia18-04-2020,0.0,86.0,0.0,18-04-2020,1.0
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia19-04-2020,0.0,87.0,0.0,19-04-2020,0.0
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia20-04-2020,1.0,88.0,0.0,20-04-2020,0.0
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia21-04-2020,0.0,89.0,0.0,21-04-2020,4.0
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia22-04-2020,0.0,90.0,0.0,22-04-2020,0.0
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia23-04-2020,0.0,91.0,0.0,23-04-2020,0.0
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia24-04-2020,3.0,92.0,0.0,24-04-2020,6.0
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia25-04-2020,1.0,93.0,0.0,25-04-2020,7.0
Inner Mongolia,China,44.0935,113.9448,ChinaInner Mongolia26-04-2020,0.0,94.0,0.0,26-04-2020,8.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu23-01-2020,4.0,1.0,0.0,23-01-2020,
Jiangsu,China,32.9711,119.455,ChinaJiangsu24-01-2020,4.0,2.0,0.0,24-01-2020,
Jiangsu,China,32.9711,119.455,ChinaJiangsu25-01-2020,9.0,3.0,0.0,25-01-2020,1.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu26-01-2020,15.0,4.0,0.0,26-01-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu27-01-2020,14.0,5.0,0.0,27-01-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu28-01-2020,23.0,6.0,0.0,28-01-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu29-01-2020,29.0,7.0,0.0,29-01-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu30-01-2020,30.0,8.0,0.0,30-01-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu31-01-2020,39.0,9.0,0.0,31-01-2020,4.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu01-02-2020,34.0,10.0,0.0,01-02-2020,1.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu02-02-2020,34.0,11.0,0.0,02-02-2020,1.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu03-02-2020,35.0,12.0,0.0,03-02-2020,1.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu04-02-2020,37.0,13.0,0.0,04-02-2020,4.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu05-02-2020,33.0,14.0,0.0,05-02-2020,11.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu06-02-2020,32.0,15.0,0.0,06-02-2020,11.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu07-02-2020,35.0,16.0,0.0,07-02-2020,9.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu08-02-2020,31.0,17.0,0.0,08-02-2020,8.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu09-02-2020,29.0,18.0,0.0,09-02-2020,20.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu10-02-2020,24.0,19.0,0.0,10-02-2020,10.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu11-02-2020,23.0,20.0,0.0,11-02-2020,12.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu12-02-2020,28.0,21.0,0.0,12-02-2020,32.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu13-02-2020,27.0,22.0,0.0,13-02-2020,14.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu14-02-2020,23.0,23.0,0.0,14-02-2020,18.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu15-02-2020,11.0,24.0,0.0,15-02-2020,29.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu16-02-2020,13.0,25.0,0.0,16-02-2020,32.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu17-02-2020,9.0,26.0,0.0,17-02-2020,40.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu18-02-2020,3.0,27.0,0.0,18-02-2020,22.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu19-02-2020,2.0,28.0,0.0,19-02-2020,38.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu20-02-2020,0.0,29.0,0.0,20-02-2020,38.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu21-02-2020,0.0,30.0,0.0,21-02-2020,17.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu22-02-2020,0.0,31.0,0.0,22-02-2020,28.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu23-02-2020,0.0,32.0,0.0,23-02-2020,17.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu24-02-2020,0.0,33.0,0.0,24-02-2020,34.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu25-02-2020,0.0,34.0,0.0,25-02-2020,6.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu26-02-2020,0.0,35.0,0.0,26-02-2020,20.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu27-02-2020,0.0,36.0,0.0,27-02-2020,20.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu28-02-2020,0.0,37.0,0.0,28-02-2020,17.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu29-02-2020,0.0,38.0,0.0,29-02-2020,8.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu01-03-2020,0.0,39.0,0.0,01-03-2020,13.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu02-03-2020,0.0,40.0,0.0,02-03-2020,7.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu03-03-2020,0.0,41.0,0.0,03-03-2020,19.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu04-03-2020,0.0,42.0,0.0,04-03-2020,15.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu05-03-2020,0.0,43.0,0.0,05-03-2020,6.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu06-03-2020,0.0,44.0,0.0,06-03-2020,11.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu07-03-2020,0.0,45.0,0.0,07-03-2020,12.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu08-03-2020,0.0,46.0,0.0,08-03-2020,6.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu09-03-2020,0.0,47.0,0.0,09-03-2020,9.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu10-03-2020,0.0,48.0,0.0,10-03-2020,6.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu11-03-2020,0.0,49.0,0.0,11-03-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu12-03-2020,0.0,50.0,0.0,12-03-2020,2.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu13-03-2020,0.0,51.0,0.0,13-03-2020,1.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu14-03-2020,0.0,52.0,0.0,14-03-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu15-03-2020,0.0,53.0,0.0,15-03-2020,1.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu16-03-2020,0.0,54.0,0.0,16-03-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu17-03-2020,0.0,55.0,0.0,17-03-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu18-03-2020,0.0,56.0,0.0,18-03-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu19-03-2020,0.0,57.0,0.0,19-03-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu20-03-2020,0.0,58.0,0.0,20-03-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu21-03-2020,0.0,59.0,0.0,21-03-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu22-03-2020,2.0,60.0,0.0,22-03-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu23-03-2020,0.0,61.0,0.0,23-03-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu24-03-2020,3.0,62.0,0.0,24-03-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu25-03-2020,2.0,63.0,0.0,25-03-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu26-03-2020,2.0,64.0,0.0,26-03-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu27-03-2020,1.0,65.0,0.0,27-03-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu28-03-2020,0.0,66.0,0.0,28-03-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu29-03-2020,3.0,67.0,0.0,29-03-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu30-03-2020,1.0,68.0,0.0,30-03-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu31-03-2020,1.0,69.0,0.0,31-03-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu01-04-2020,0.0,70.0,0.0,01-04-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu02-04-2020,1.0,71.0,0.0,02-04-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu03-04-2020,4.0,72.0,0.0,03-04-2020,1.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu04-04-2020,0.0,73.0,0.0,04-04-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu05-04-2020,0.0,74.0,0.0,05-04-2020,1.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu06-04-2020,0.0,75.0,0.0,06-04-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu07-04-2020,0.0,76.0,0.0,07-04-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu08-04-2020,0.0,77.0,0.0,08-04-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu09-04-2020,0.0,78.0,0.0,09-04-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu10-04-2020,0.0,79.0,0.0,10-04-2020,1.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu11-04-2020,1.0,80.0,0.0,11-04-2020,2.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu12-04-2020,1.0,81.0,0.0,12-04-2020,2.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu13-04-2020,0.0,82.0,0.0,13-04-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu14-04-2020,0.0,83.0,0.0,14-04-2020,3.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu15-04-2020,0.0,84.0,0.0,15-04-2020,1.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu16-04-2020,0.0,85.0,0.0,16-04-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu17-04-2020,0.0,86.0,0.0,17-04-2020,1.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu18-04-2020,0.0,87.0,0.0,18-04-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu19-04-2020,0.0,88.0,0.0,19-04-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu20-04-2020,0.0,89.0,0.0,20-04-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu21-04-2020,0.0,90.0,0.0,21-04-2020,1.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu22-04-2020,0.0,91.0,0.0,22-04-2020,1.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu23-04-2020,0.0,92.0,0.0,23-04-2020,1.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu24-04-2020,0.0,93.0,0.0,24-04-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu25-04-2020,0.0,94.0,0.0,25-04-2020,0.0
Jiangsu,China,32.9711,119.455,ChinaJiangsu26-04-2020,0.0,95.0,0.0,26-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi23-01-2020,5.0,1.0,0.0,23-01-2020,
Jiangxi,China,27.614,115.7221,ChinaJiangxi24-01-2020,11.0,2.0,0.0,24-01-2020,
Jiangxi,China,27.614,115.7221,ChinaJiangxi25-01-2020,0.0,3.0,0.0,25-01-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi26-01-2020,18.0,4.0,0.0,26-01-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi27-01-2020,36.0,5.0,0.0,27-01-2020,2.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi28-01-2020,37.0,6.0,0.0,28-01-2020,1.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi29-01-2020,0.0,7.0,0.0,29-01-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi30-01-2020,53.0,8.0,0.0,30-01-2020,2.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi31-01-2020,78.0,9.0,0.0,31-01-2020,2.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi01-02-2020,46.0,10.0,0.0,01-02-2020,2.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi02-02-2020,47.0,11.0,0.0,02-02-2020,3.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi03-02-2020,58.0,12.0,0.0,03-02-2020,6.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi04-02-2020,85.0,13.0,0.0,04-02-2020,2.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi05-02-2020,72.0,14.0,0.0,05-02-2020,7.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi06-02-2020,52.0,15.0,0.0,06-02-2020,10.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi07-02-2020,61.0,16.0,0.0,07-02-2020,8.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi08-02-2020,37.0,17.0,0.0,08-02-2020,10.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi09-02-2020,42.0,18.0,0.0,09-02-2020,18.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi10-02-2020,31.0,19.0,1.0,10-02-2020,32.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi11-02-2020,33.0,20.0,0.0,11-02-2020,23.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi12-02-2020,40.0,21.0,0.0,12-02-2020,24.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi13-02-2020,28.0,22.0,0.0,13-02-2020,18.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi14-02-2020,28.0,23.0,0.0,14-02-2020,17.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi15-02-2020,13.0,24.0,0.0,15-02-2020,23.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi16-02-2020,12.0,25.0,0.0,16-02-2020,30.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi17-02-2020,5.0,26.0,0.0,17-02-2020,35.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi18-02-2020,3.0,27.0,0.0,18-02-2020,35.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi19-02-2020,1.0,28.0,0.0,19-02-2020,52.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi20-02-2020,0.0,29.0,0.0,20-02-2020,71.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi21-02-2020,0.0,30.0,0.0,21-02-2020,56.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi22-02-2020,0.0,31.0,0.0,22-02-2020,66.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi23-02-2020,0.0,32.0,0.0,23-02-2020,58.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi24-02-2020,0.0,33.0,0.0,24-02-2020,32.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi25-02-2020,0.0,34.0,0.0,25-02-2020,38.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi26-02-2020,0.0,35.0,0.0,26-02-2020,36.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi27-02-2020,0.0,36.0,0.0,27-02-2020,35.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi28-02-2020,1.0,37.0,0.0,28-02-2020,36.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi29-02-2020,0.0,38.0,0.0,29-02-2020,21.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi01-03-2020,0.0,39.0,0.0,01-03-2020,20.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi02-03-2020,0.0,40.0,0.0,02-03-2020,19.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi03-03-2020,0.0,41.0,0.0,03-03-2020,20.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi04-03-2020,0.0,42.0,0.0,04-03-2020,14.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi05-03-2020,0.0,43.0,0.0,05-03-2020,17.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi06-03-2020,0.0,44.0,0.0,06-03-2020,8.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi07-03-2020,0.0,45.0,0.0,07-03-2020,7.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi08-03-2020,0.0,46.0,0.0,08-03-2020,3.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi09-03-2020,0.0,47.0,0.0,09-03-2020,4.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi10-03-2020,0.0,48.0,0.0,10-03-2020,4.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi11-03-2020,0.0,49.0,0.0,11-03-2020,5.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi12-03-2020,0.0,50.0,0.0,12-03-2020,2.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi13-03-2020,0.0,51.0,0.0,13-03-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi14-03-2020,0.0,52.0,0.0,14-03-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi15-03-2020,0.0,53.0,0.0,15-03-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi16-03-2020,0.0,54.0,0.0,16-03-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi17-03-2020,0.0,55.0,0.0,17-03-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi18-03-2020,0.0,56.0,0.0,18-03-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi19-03-2020,0.0,57.0,0.0,19-03-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi20-03-2020,0.0,58.0,0.0,20-03-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi21-03-2020,0.0,59.0,0.0,21-03-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi22-03-2020,1.0,60.0,0.0,22-03-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi23-03-2020,0.0,61.0,0.0,23-03-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi24-03-2020,0.0,62.0,0.0,24-03-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi25-03-2020,0.0,63.0,0.0,25-03-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi26-03-2020,0.0,64.0,0.0,26-03-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi27-03-2020,0.0,65.0,0.0,27-03-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi28-03-2020,0.0,66.0,0.0,28-03-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi29-03-2020,1.0,67.0,0.0,29-03-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi30-03-2020,0.0,68.0,0.0,30-03-2020,1.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi31-03-2020,0.0,69.0,0.0,31-03-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi01-04-2020,0.0,70.0,0.0,01-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi02-04-2020,0.0,71.0,0.0,02-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi03-04-2020,0.0,72.0,0.0,03-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi04-04-2020,0.0,73.0,0.0,04-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi05-04-2020,0.0,74.0,0.0,05-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi06-04-2020,0.0,75.0,0.0,06-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi07-04-2020,0.0,76.0,0.0,07-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi08-04-2020,0.0,77.0,0.0,08-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi09-04-2020,0.0,78.0,0.0,09-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi10-04-2020,0.0,79.0,0.0,10-04-2020,1.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi11-04-2020,0.0,80.0,0.0,11-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi12-04-2020,0.0,81.0,0.0,12-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi13-04-2020,0.0,82.0,0.0,13-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi14-04-2020,0.0,83.0,0.0,14-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi15-04-2020,0.0,84.0,0.0,15-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi16-04-2020,0.0,85.0,0.0,16-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi17-04-2020,0.0,86.0,0.0,17-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi18-04-2020,0.0,87.0,0.0,18-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi19-04-2020,0.0,88.0,0.0,19-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi20-04-2020,0.0,89.0,0.0,20-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi21-04-2020,0.0,90.0,0.0,21-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi22-04-2020,0.0,91.0,0.0,22-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi23-04-2020,0.0,92.0,0.0,23-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi24-04-2020,0.0,93.0,0.0,24-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi25-04-2020,0.0,94.0,0.0,25-04-2020,0.0
Jiangxi,China,27.614,115.7221,ChinaJiangxi26-04-2020,0.0,95.0,0.0,26-04-2020,0.0
Jilin,China,43.6661,126.1923,ChinaJilin23-01-2020,1.0,1.0,0.0,23-01-2020,
Jilin,China,43.6661,126.1923,ChinaJilin24-01-2020,2.0,2.0,0.0,24-01-2020,
Jilin,China,43.6661,126.1923,ChinaJilin25-01-2020,1.0,3.0,0.0,25-01-2020,0.0
Jilin,China,43.6661,126.1923,ChinaJilin26-01-2020,0.0,4.0,0.0,26-01-2020,0.0
Jilin,China,43.6661,126.1923,ChinaJilin27-01-2020,2.0,5.0,0.0,27-01-2020,0.0
Jilin,China,43.6661,126.1923,ChinaJilin28-01-2020,2.0,6.0,0.0,28-01-2020,0.0
Jilin,China,43.6661,126.1923,ChinaJilin29-01-2020,1.0,7.0,0.0,29-01-2020,0.0
Jilin,China,43.6661,126.1923,ChinaJilin30-01-2020,5.0,8.0,0.0,30-01-2020,1.0
Jilin,China,43.6661,126.1923,ChinaJilin31-01-2020,0.0,9.0,0.0,31-01-2020,0.0
Jilin,China,43.6661,126.1923,ChinaJilin01-02-2020,3.0,10.0,0.0,01-02-2020,0.0
Jilin,China,43.6661,126.1923,ChinaJilin02-02-2020,6.0,11.0,0.0,02-02-2020,0.0
Jilin,China,43.6661,126.1923,ChinaJilin03-02-2020,8.0,12.0,0.0,03-02-2020,0.0
Jilin,China,43.6661,126.1923,ChinaJilin04-02-2020,11.0,13.0,0.0,04-02-2020,0.0
Jilin,China,43.6661,126.1923,ChinaJilin05-02-2020,12.0,14.0,0.0,05-02-2020,1.0
Jilin,China,43.6661,126.1923,ChinaJilin06-02-2020,5.0,15.0,0.0,06-02-2020,2.0
Jilin,China,43.6661,126.1923,ChinaJilin07-02-2020,6.0,16.0,1.0,07-02-2020,0.0
Jilin,China,43.6661,126.1923,ChinaJilin08-02-2020,4.0,17.0,0.0,08-02-2020,0.0
Jilin,China,43.6661,126.1923,ChinaJilin09-02-2020,9.0,18.0,0.0,09-02-2020,8.0
Jilin,China,43.6661,126.1923,ChinaJilin10-02-2020,2.0,19.0,0.0,10-02-2020,1.0
Jilin,China,43.6661,126.1923,ChinaJilin11-02-2020,1.0,20.0,0.0,11-02-2020,5.0
Jilin,China,43.6661,126.1923,ChinaJilin12-02-2020,2.0,21.0,0.0,12-02-2020,4.0
Jilin,China,43.6661,126.1923,ChinaJilin13-02-2020,1.0,22.0,0.0,13-02-2020,2.0
Jilin,China,43.6661,126.1923,ChinaJilin14-02-2020,2.0,23.0,0.0,14-02-2020,1.0
Jilin,China,43.6661,126.1923,ChinaJilin15-02-2020,2.0,24.0,0.0,15-02-2020,1.0
Jilin,China,43.6661,126.1923,ChinaJilin16-02-2020,1.0,25.0,0.0,16-02-2020,4.0
Jilin,China,43.6661,126.1923,ChinaJilin17-02-2020,0.0,26.0,0.0,17-02-2020,4.0
Jilin,China,43.6661,126.1923,ChinaJilin18-02-2020,0.0,27.0,0.0,18-02-2020,2.0
Jilin,China,43.6661,126.1923,ChinaJilin19-02-2020,1.0,28.0,0.0,19-02-2020,1.0
Jilin,China,43.6661,126.1923,ChinaJilin20-02-2020,1.0,29.0,0.0,20-02-2020,6.0
Jilin,China,43.6661,126.1923,ChinaJilin21-02-2020,0.0,30.0,0.0,21-02-2020,2.0
Jilin,China,43.6661,126.1923,ChinaJilin22-02-2020,0.0,31.0,0.0,22-02-2020,7.0
