,Region,Codigo region,Poblacion,fecha,Cantidad
207,Los Rios,14,405835,2020-04-04,2
208,Los Rios,14,405835,2020-04-05,3
209,Los Rios,14,405835,2020-04-06,4
210,Los Rios,14,405835,2020-04-07,6
211,Los Rios,14,405835,2020-04-08,6
212,Los Rios,14,405835,2020-04-09,7
213,Los Rios,14,405835,2020-04-10,7
214,Los Rios,14,405835,2020-04-11,7
215,Los Rios,14,405835,2020-04-12,7
216,Los Rios,14,405835,2020-04-13,7
217,Los Rios,14,405835,2020-04-14,7
218,Los Rios,14,405835,2020-04-15,6
219,Los Rios,14,405835,2020-04-16,7
220,Los Rios,14,405835,2020-04-17,6
221,Los Lagos,10,891440,2020-04-01,10
222,Los Lagos,10,891440,2020-04-02,12
223,Los Lagos,10,891440,2020-04-03,18
224,Los Lagos,10,891440,2020-04-04,22
225,Los Lagos,10,891440,2020-04-05,22
226,Los Lagos,10,891440,2020-04-06,23
227,Los Lagos,10,891440,2020-04-07,24
228,Los Lagos,10,891440,2020-04-08,25
229,Los Lagos,10,891440,2020-04-09,24
230,Los Lagos,10,891440,2020-04-10,25
231,Los Lagos,10,891440,2020-04-11,26
232,Los Lagos,10,891440,2020-04-12,26
233,Los Lagos,10,891440,2020-04-13,25
234,Los Lagos,10,891440,2020-04-14,26
235,Los Lagos,10,891440,2020-04-15,26
236,Los Lagos,10,891440,2020-04-16,27
237,Los Lagos,10,891440,2020-04-17,26
238,Aysen,11,107297,2020-04-01,0
239,Aysen,11,107297,2020-04-02,0
240,Aysen,11,107297,2020-04-03,0
241,Aysen,11,107297,2020-04-04,0
242,Aysen,11,107297,2020-04-05,0
243,Aysen,11,107297,2020-04-06,0
244,Aysen,11,107297,2020-04-07,0
245,Aysen,11,107297,2020-04-08,0
246,Aysen,11,107297,2020-04-09,0
247,Aysen,11,107297,2020-04-10,0
248,Aysen,11,107297,2020-04-11,0
249,Aysen,11,107297,2020-04-12,0
250,Aysen,11,107297,2020-04-13,0
251,Aysen,11,107297,2020-04-14,0
252,Aysen,11,107297,2020-04-15,0
253,Aysen,11,107297,2020-04-16,0
254,Aysen,11,107297,2020-04-17,0
255,Magallanes y la Antartica,12,178362,2020-04-01,5
256,Magallanes y la Antartica,12,178362,2020-04-02,10
257,Magallanes y la Antartica,12,178362,2020-04-03,11
258,Magallanes y la Antartica,12,178362,2020-04-04,12
259,Magallanes y la Antartica,12,178362,2020-04-05,13
260,Magallanes y la Antartica,12,178362,2020-04-06,12
261,Magallanes y la Antartica,12,178362,2020-04-07,12
262,Magallanes y la Antartica,12,178362,2020-04-08,14
263,Magallanes y la Antartica,12,178362,2020-04-09,14
264,Magallanes y la Antartica,12,178362,2020-04-10,15
265,Magallanes y la Antartica,12,178362,2020-04-11,18
266,Magallanes y la Antartica,12,178362,2020-04-12,18
267,Magallanes y la Antartica,12,178362,2020-04-13,15
268,Magallanes y la Antartica,12,178362,2020-04-14,15
269,Magallanes y la Antartica,12,178362,2020-04-15,16
270,Magallanes y la Antartica,12,178362,2020-04-16,18
271,Magallanes y la Antartica,12,178362,2020-04-17,18
