"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Reported1st case,Primer caso
World,1374564,"+28,560",77316.0,"+2,662",294301.0,1002947,47676.0,176.0,9.9,,,,
USA,377317,"+10,313",11773.0,+902,19874.0,345670,9015.0,1140.0,36.0,1955040.0,5906.0,Jan 20,20-01-2020
